transaction_amount,transaction_hour,is_weekend,merchant_category,user_location,device_type,previous_transaction_gap,transaction_velocity,failed_login_attempts,account_age_days,ip_risk_score,geo_mismatch_flag,unusual_device_flag,is_fraud
1303.94,15,0,electronics,Pune,mobile,42.67,3,0,2352,39.06,0,0,0
3073.29,1,0,food,Bhubaneswar,web,377.41,2,1,1451,22.82,0,0,0
1890.01,3,0,food,Delhi,web,13.2,2,1,3029,19.13,0,0,0
2724.54,22,0,grocery,Hyderabad,mobile,311.41,3,0,2175,6.02,0,0,0
3289.94,16,0,travel,Hyderabad,mobile,64.48,2,0,2079,16.43,0,0,0
10148.07,6,0,grocery,Chennai,mobile,6.57,3,2,3307,41.43,1,0,0
2504.75,23,0,fashion,Kolkata,web,472.0,1,2,2679,31.58,0,0,0
3922.75,6,0,travel,Bangalore,mobile,11.01,6,0,3535,39.09,0,1,0
1535.91,0,0,grocery,Hyderabad,mobile,285.37,2,1,1892,10.6,0,0,0
1983.22,14,0,electronics,Chennai,mobile,91.55,0,1,1862,20.62,0,0,0
3347.01,8,0,grocery,Bangalore,web,30.46,1,0,1951,42.13,0,0,0
1818.69,13,0,grocery,Hyderabad,mobile,777.1,3,0,2061,15.18,0,0,0
1599.41,5,0,food,Mumbai,mobile,99.6,2,0,1588,2.06,0,0,0
776.77,18,1,gaming,Kolkata,mobile,10.52,2,0,1280,26.27,0,0,0
1960.56,12,0,travel,Hyderabad,mobile,52.01,2,0,1836,22.17,0,0,0
1480.47,0,1,fuel,Bhubaneswar,mobile,23.31,2,0,3433,29.31,0,0,0
2088.72,16,1,grocery,Kolkata,mobile,115.44,1,0,3148,24.36,0,0,0
5421.58,17,0,travel,Hyderabad,mobile,53.34,1,1,2007,20.46,0,0,0
6153.94,22,1,food,Chennai,tablet,52.72,1,0,2435,34.65,1,0,0
5205.16,15,0,grocery,Pune,web,84.53,2,1,771,17.09,0,0,0
6951.8,21,0,food,Delhi,mobile,145.99,2,0,769,41.98,0,0,0
1904.21,10,1,fashion,Chennai,mobile,159.53,2,0,1279,44.3,0,0,0
2652.23,14,0,electronics,Pune,mobile,53.18,1,0,3319,5.31,0,0,0
7144.2,8,0,fashion,Bangalore,mobile,208.37,2,1,1965,71.55,0,0,0
3798.98,7,0,food,Bhubaneswar,mobile,134.46,0,0,29,6.02,0,1,0
1328.19,3,0,electronics,Chennai,web,19.06,3,0,2001,8.22,0,0,0
1385.45,14,0,food,Chennai,mobile,169.26,3,1,563,9.94,0,0,0
686.98,19,1,food,Bhubaneswar,mobile,563.44,2,0,2673,31.23,0,0,0
182.81,5,0,food,Bangalore,web,40.52,2,0,1988,13.78,0,0,0
1227.78,6,0,fashion,Chennai,mobile,14.45,4,0,1776,8.13,0,0,0
612.07,4,0,grocery,Hyderabad,web,124.18,0,0,1504,27.05,0,0,0
2034.28,4,0,gaming,Mumbai,mobile,32.57,3,1,3159,20.91,0,0,0
3125.52,10,0,electronics,Delhi,mobile,18.76,2,1,1034,47.98,0,0,0
6239.91,9,0,fashion,Chennai,mobile,84.81,5,0,2821,31.21,0,0,0
5458.78,17,0,food,Hyderabad,web,62.4,1,0,70,19.97,1,0,0
695.08,19,0,food,Mumbai,mobile,157.55,0,0,1360,36.09,0,0,0
7443.89,23,0,travel,Bhubaneswar,mobile,50.81,2,1,1074,37.82,0,0,0
7454.95,1,0,fashion,Kolkata,mobile,83.05,2,0,1622,32.05,0,0,0
7804.66,0,0,travel,Kolkata,mobile,19.13,2,0,580,49.95,0,0,0
2087.27,7,1,grocery,Delhi,mobile,153.46,4,1,730,40.61,0,0,0
2405.38,22,1,electronics,Kolkata,web,97.38,4,0,317,28.5,0,0,0
2912.47,9,0,electronics,Chennai,mobile,545.98,1,0,2189,42.06,1,0,0
929.68,21,0,grocery,Kolkata,mobile,407.2,1,2,780,29.36,0,0,0
6007.77,21,0,fashion,Bangalore,mobile,52.25,3,0,445,35.55,0,0,0
1857.17,22,0,fuel,Bangalore,web,352.19,3,0,362,23.52,0,1,0
1645.89,3,0,electronics,Bangalore,mobile,160.95,2,0,95,35.35,0,0,0
6577.24,1,0,gift_card,Hyderabad,mobile,26.05,1,0,1240,21.26,0,0,0
2295.12,20,0,gift_card,Kolkata,mobile,2.89,2,1,1424,10.95,0,0,0
2522.02,18,0,electronics,Delhi,mobile,188.94,4,1,2098,25.58,0,0,0
3716.69,15,1,grocery,Kolkata,mobile,142.91,1,0,3270,58.26,0,0,0
4528.59,17,0,fashion,Pune,web,67.72,5,0,3531,26.78,0,0,0
1481.31,16,0,food,Bangalore,mobile,197.53,3,0,507,24.61,0,0,0
1418.16,4,1,food,Pune,tablet,276.92,2,0,79,27.04,1,1,0
1618.13,12,0,grocery,Mumbai,mobile,172.24,2,0,2896,26.11,0,1,0
1391.06,16,0,fuel,Bangalore,mobile,35.91,1,1,1892,21.07,1,0,0
5032.32,19,0,electronics,Mumbai,mobile,110.67,5,1,1466,7.98,0,0,0
1157.94,13,0,fuel,Mumbai,mobile,108.27,1,0,2720,49.0,0,0,0
9970.77,0,1,grocery,Delhi,mobile,14.57,3,2,2808,19.46,0,0,0
4450.3,6,0,gaming,Bhubaneswar,mobile,19.34,0,0,2006,31.31,0,1,0
3158.01,6,0,electronics,Mumbai,mobile,9.32,3,0,1891,11.85,0,0,0
5178.17,18,0,electronics,Bangalore,mobile,28.65,2,0,1869,21.89,0,0,0
1904.15,18,0,fuel,Hyderabad,mobile,82.53,2,0,677,38.36,0,0,0
2696.42,9,1,grocery,Chennai,web,155.39,1,0,3169,9.8,0,0,0
6866.57,0,0,grocery,Pune,web,300.27,2,1,2849,29.9,0,1,0
1514.49,11,0,grocery,Kolkata,web,324.81,3,0,1365,41.53,0,0,0
3367.92,9,1,grocery,Chennai,web,67.6,2,0,266,2.68,0,0,0
1113.63,0,0,travel,Chennai,mobile,76.66,3,1,833,27.2,0,0,0
8005.22,15,0,fashion,Bhubaneswar,mobile,134.09,2,0,3563,1.36,0,1,0
14304.31,19,0,grocery,Bangalore,web,9.21,3,1,863,34.09,0,0,0
2658.63,13,1,travel,Mumbai,mobile,31.19,2,0,679,38.96,0,0,0
3663.74,13,0,food,Mumbai,web,34.74,3,0,1186,16.6,0,0,0
4448.18,13,0,fashion,Chennai,mobile,50.46,2,1,1058,20.06,1,0,0
4149.69,8,1,food,Bangalore,web,12.97,0,0,962,50.78,0,0,0
15265.83,11,0,food,Delhi,mobile,107.1,2,2,2427,22.75,0,0,0
1997.2,19,0,gaming,Kolkata,mobile,64.81,2,0,1461,35.84,0,0,0
5593.03,5,1,electronics,Kolkata,web,12.54,3,0,3300,32.46,0,0,0
92.71,4,0,grocery,Chennai,mobile,155.44,2,1,1040,8.77,0,0,0
918.47,21,0,grocery,Chennai,web,194.53,1,0,2943,32.06,0,0,0
3519.94,16,0,fuel,Pune,mobile,33.22,4,2,2408,61.98,0,1,0
1811.33,20,0,electronics,Pune,web,47.05,1,0,697,14.05,0,0,0
11015.32,5,0,fuel,Kolkata,tablet,121.26,0,0,2461,16.82,0,0,0
642.29,10,1,gift_card,Kolkata,mobile,47.76,2,0,983,17.94,0,0,0
2820.54,11,0,fuel,Kolkata,mobile,16.12,1,0,2874,9.55,0,0,0
1928.84,11,0,fashion,Bhubaneswar,mobile,40.45,0,1,2694,25.78,0,0,0
1422.64,3,1,fuel,Hyderabad,mobile,35.5,2,2,624,16.65,0,0,0
4177.97,8,0,food,Bhubaneswar,mobile,31.76,1,1,562,38.31,0,0,0
3523.32,11,0,grocery,Bangalore,mobile,3.54,3,0,1318,42.3,1,0,0
5461.35,14,0,grocery,Chennai,mobile,148.37,2,0,405,48.42,0,1,0
1692.44,1,1,gift_card,Hyderabad,mobile,0.3,1,2,214,42.67,0,0,1
2050.98,8,0,fuel,Delhi,mobile,172.81,2,0,1145,8.4,0,0,0
1975.19,10,0,fuel,Mumbai,tablet,4.93,1,0,375,40.55,0,0,0
5665.49,1,0,food,Chennai,web,33.6,3,0,2051,37.5,1,0,0
3981.45,10,0,travel,Mumbai,mobile,2.7,3,0,314,9.6,0,0,0
3712.38,20,0,fuel,Delhi,mobile,43.62,3,0,941,1.29,1,1,0
5938.78,4,0,fuel,Pune,mobile,176.22,4,1,698,19.13,0,0,0
1210.41,21,0,grocery,Bangalore,mobile,123.92,2,0,3025,19.47,0,0,0
1008.7,10,1,electronics,Bhubaneswar,web,25.23,2,0,2146,11.26,0,0,0
5841.64,10,1,grocery,Hyderabad,web,46.68,2,1,2306,19.26,0,1,0
3332.46,4,0,grocery,Bhubaneswar,mobile,52.1,0,0,3305,48.31,0,0,0
4456.95,23,0,grocery,Chennai,mobile,207.08,0,0,632,48.18,0,0,0
5622.62,8,1,food,Chennai,mobile,63.25,1,0,2452,3.0,0,0,0
6269.52,5,0,fashion,Kolkata,tablet,50.02,0,0,1765,4.94,1,0,0
6947.63,6,0,electronics,Bhubaneswar,mobile,99.52,4,0,445,26.85,0,0,0
7569.21,18,1,electronics,Mumbai,mobile,249.09,0,0,2104,23.23,0,0,0
4803.5,16,0,food,Bangalore,web,100.82,4,0,1541,40.19,0,0,0
1527.36,15,0,travel,Pune,mobile,15.27,5,1,3054,32.95,0,0,0
1950.16,23,0,grocery,Delhi,mobile,12.11,5,1,2143,10.96,0,0,0
1255.83,17,0,grocery,Chennai,web,58.45,2,0,2938,11.84,0,0,0
6187.64,11,0,grocery,Delhi,mobile,7.65,3,0,1685,34.66,0,0,0
4153.91,20,0,travel,Hyderabad,mobile,327.97,7,0,2982,39.09,0,0,0
1969.05,0,1,travel,Pune,mobile,136.19,1,0,1618,36.42,0,0,0
3453.56,11,0,grocery,Bhubaneswar,mobile,74.65,3,0,3460,56.45,0,0,0
1754.31,8,0,electronics,Delhi,web,304.63,0,0,448,30.63,0,0,0
2645.4,12,0,travel,Chennai,mobile,16.18,1,0,79,37.38,0,0,0
5548.58,17,0,grocery,Bhubaneswar,mobile,30.98,5,2,312,10.02,0,0,0
3437.34,9,0,grocery,Bangalore,mobile,0.82,3,1,2239,41.93,0,0,0
1433.33,15,1,fashion,Hyderabad,mobile,197.05,4,0,902,24.42,0,0,0
3399.13,19,0,grocery,Kolkata,web,68.57,2,0,1453,24.78,0,0,0
11395.7,1,0,grocery,Kolkata,mobile,24.69,1,0,3504,51.41,0,0,0
2209.99,1,0,fuel,Pune,mobile,184.66,2,1,550,34.58,0,1,0
3580.5,0,0,fashion,Bangalore,mobile,2.78,3,1,902,55.97,0,0,0
1130.75,2,0,travel,Bhubaneswar,web,73.38,0,0,506,18.6,0,0,0
2072.42,0,1,fashion,Mumbai,mobile,110.07,1,0,3078,10.19,0,0,0
1848.38,12,1,fuel,Hyderabad,mobile,43.34,1,1,1165,30.62,0,0,0
3099.12,7,0,electronics,Bangalore,mobile,459.4,1,0,2541,3.81,0,0,0
7840.32,2,0,travel,Kolkata,tablet,60.52,2,0,302,31.9,0,0,0
9938.46,2,0,fuel,Pune,mobile,166.94,2,0,2592,40.43,0,0,0
900.08,1,0,travel,Chennai,mobile,28.25,3,0,1224,27.51,1,1,0
4583.54,0,0,electronics,Bhubaneswar,mobile,24.0,0,0,2437,42.67,0,0,0
4465.24,12,0,grocery,Bhubaneswar,mobile,219.91,0,0,2400,30.62,0,0,0
10019.8,17,0,gift_card,Bhubaneswar,web,84.27,2,0,703,15.22,0,0,0
4875.38,1,0,fashion,Chennai,mobile,234.67,3,0,1730,63.62,0,0,0
2497.8,12,0,fuel,Hyderabad,mobile,160.56,1,0,1172,12.09,0,1,0
2943.66,14,1,grocery,Hyderabad,tablet,121.28,3,1,2498,32.26,1,0,0
5505.84,18,0,food,Mumbai,mobile,254.27,5,0,2068,6.42,0,0,0
6438.92,6,0,grocery,Kolkata,web,61.2,2,1,83,19.98,0,0,0
2838.04,1,0,fuel,Hyderabad,mobile,306.8,3,0,1011,13.82,0,0,0
3635.14,0,1,grocery,Kolkata,mobile,17.56,4,0,64,27.09,0,0,0
625.19,1,0,food,Pune,mobile,16.44,2,1,1799,1.12,0,0,0
72.19,1,0,gaming,Chennai,mobile,15.23,1,0,131,39.84,0,0,0
6569.77,16,0,grocery,Bhubaneswar,mobile,79.94,1,0,547,16.8,0,1,0
1115.85,6,0,food,Hyderabad,mobile,305.34,1,0,4,21.23,0,0,0
1848.74,16,0,fashion,Hyderabad,mobile,135.2,0,0,1996,55.03,0,0,0
3923.42,14,0,travel,Delhi,mobile,54.22,2,0,3099,46.86,0,0,0
2441.61,14,1,electronics,Delhi,mobile,19.96,3,0,1317,23.8,0,0,0
1035.98,5,0,grocery,Hyderabad,mobile,53.38,4,1,1199,64.32,0,0,0
1523.17,8,1,food,Delhi,tablet,4.38,3,1,52,17.42,0,0,0
9506.36,4,0,food,Hyderabad,mobile,27.75,0,1,983,24.78,1,0,1
10128.51,23,0,grocery,Hyderabad,mobile,310.44,0,0,2826,47.36,0,0,0
5842.05,17,0,food,Chennai,mobile,64.84,3,1,510,8.66,0,1,0
1665.21,20,0,food,Chennai,mobile,87.62,4,0,805,30.01,0,0,0
2290.8,4,0,fashion,Chennai,mobile,151.52,1,0,168,69.0,0,0,0
1192.53,3,0,travel,Bangalore,mobile,229.61,2,0,1890,51.74,0,0,0
7808.84,15,0,grocery,Hyderabad,mobile,166.68,1,1,764,26.84,1,0,0
2356.13,12,1,fashion,Chennai,mobile,150.98,1,2,1906,50.14,0,0,0
1146.88,0,0,grocery,Mumbai,mobile,3.02,2,0,2869,53.03,0,1,0
639.71,7,0,grocery,Delhi,mobile,3.66,4,1,3182,8.17,0,0,0
3707.42,20,1,fashion,Pune,mobile,25.05,4,1,3190,33.58,0,1,0
7119.35,13,0,food,Bhubaneswar,mobile,43.44,3,1,1046,18.44,1,0,0
1738.07,12,1,fuel,Mumbai,mobile,54.57,2,2,1364,5.78,0,1,0
2771.3,4,0,grocery,Mumbai,mobile,62.09,1,1,3141,21.39,0,0,0
5572.99,17,0,food,Hyderabad,tablet,6.07,1,1,2140,42.22,0,0,0
2820.18,13,1,food,Delhi,mobile,23.67,2,1,791,39.64,0,0,0
10706.91,21,1,travel,Mumbai,mobile,247.47,2,0,1792,19.95,0,0,0
641.03,8,0,gaming,Pune,mobile,171.58,4,0,513,19.72,0,0,0
1051.51,16,1,travel,Hyderabad,mobile,13.25,2,0,1709,67.4,0,0,0
1758.75,13,0,grocery,Kolkata,mobile,217.46,2,0,1717,24.28,0,0,0
3958.5,17,1,fashion,Chennai,mobile,156.44,1,0,574,42.84,0,0,0
3903.52,13,0,fashion,Bhubaneswar,mobile,193.58,1,3,3147,31.05,1,0,0
4368.63,13,0,travel,Kolkata,web,96.29,2,0,681,18.91,0,0,0
7823.3,14,0,fashion,Kolkata,mobile,33.96,0,0,3595,2.32,0,0,0
3553.94,19,0,grocery,Hyderabad,web,61.93,4,0,1108,7.15,0,0,0
8130.15,22,0,electronics,Mumbai,mobile,232.11,2,0,1346,53.68,1,0,0
592.56,1,0,food,Bangalore,mobile,1.39,3,0,3496,42.35,0,0,0
4638.75,9,1,fashion,Pune,web,55.1,2,0,555,11.21,0,0,0
5331.91,15,1,grocery,Pune,web,81.24,4,2,3625,19.7,0,0,0
1829.59,13,0,food,Kolkata,mobile,563.25,3,0,3519,21.52,0,0,0
2548.56,15,0,gift_card,Delhi,mobile,189.46,3,0,2233,27.45,0,0,0
5875.47,19,0,food,Bangalore,tablet,87.69,1,0,850,19.95,0,0,0
3112.88,7,0,fashion,Chennai,mobile,84.15,2,0,2155,13.13,0,0,0
5444.34,7,0,electronics,Pune,mobile,9.89,3,0,1041,22.43,0,1,0
2060.92,22,1,fuel,Hyderabad,mobile,123.65,1,0,511,42.46,0,0,0
5014.16,16,0,food,Pune,web,107.69,2,0,630,37.11,0,0,0
4305.95,17,1,food,Chennai,mobile,25.02,4,0,283,24.24,0,0,0
2471.85,0,0,food,Bangalore,tablet,64.48,3,1,2403,25.19,0,0,0
3539.5,18,0,electronics,Bhubaneswar,mobile,6.17,4,0,694,19.53,0,0,0
4978.03,2,0,fuel,Hyderabad,mobile,27.39,3,1,3509,25.0,0,1,0
5933.48,6,1,grocery,Hyderabad,web,24.66,3,1,3316,30.3,0,0,0
4452.25,11,1,fashion,Mumbai,mobile,25.27,3,0,1400,49.28,0,0,0
2423.71,19,0,grocery,Pune,web,45.33,5,0,2738,27.94,0,0,0
1229.83,9,0,electronics,Bangalore,mobile,105.12,2,0,2318,13.17,0,0,0
5549.97,10,0,fashion,Chennai,mobile,206.38,0,0,1814,53.11,0,1,0
1757.77,15,0,grocery,Delhi,mobile,37.41,1,0,1408,9.91,0,0,0
1067.14,6,1,gaming,Kolkata,mobile,252.61,1,0,1558,15.79,0,0,0
2400.64,14,1,food,Hyderabad,mobile,24.44,4,0,2129,10.19,0,0,0
1871.35,18,1,grocery,Pune,mobile,165.26,4,0,3617,43.62,0,0,0
15185.06,16,0,grocery,Bangalore,mobile,22.17,2,1,3154,50.53,0,0,0
3296.81,5,0,fashion,Pune,web,23.17,1,1,2133,39.31,0,1,0
9635.11,14,1,fashion,Chennai,mobile,22.29,4,1,2348,16.02,0,0,0
6585.03,23,0,grocery,Bhubaneswar,web,24.83,3,0,3032,39.74,0,0,0
1356.94,7,0,food,Mumbai,mobile,235.64,4,0,3474,34.08,0,0,0
5539.53,20,0,electronics,Mumbai,mobile,197.52,3,0,1846,33.56,0,0,0
2539.43,18,1,grocery,Bangalore,mobile,34.53,1,1,2007,9.65,0,0,0
1945.55,19,1,food,Hyderabad,web,74.68,1,1,2441,15.95,0,0,0
3850.78,18,0,food,Chennai,mobile,138.92,0,0,298,41.16,0,1,0
3469.6,19,0,food,Mumbai,mobile,15.11,2,0,693,15.59,0,0,0
5625.39,15,0,fashion,Bhubaneswar,mobile,233.2,4,0,1866,23.87,0,1,0
1545.97,7,0,gaming,Delhi,tablet,164.84,2,0,148,8.85,0,0,0
5817.37,23,0,gift_card,Mumbai,mobile,47.04,2,0,129,11.01,0,0,0
1854.81,5,1,travel,Kolkata,web,61.66,2,0,2228,46.45,0,0,0
8925.25,8,0,food,Bhubaneswar,mobile,87.08,4,0,1219,15.67,0,0,0
1700.47,21,0,fuel,Hyderabad,mobile,186.6,3,1,3357,38.21,1,0,0
2148.57,14,1,fashion,Bhubaneswar,mobile,85.82,5,0,1350,27.86,0,0,0
3950.29,23,0,food,Bhubaneswar,mobile,90.39,1,1,305,32.04,0,0,0
649.46,3,0,electronics,Kolkata,mobile,131.87,4,2,1864,42.88,0,0,0
3432.47,12,0,grocery,Pune,mobile,74.9,1,0,3140,49.57,0,0,0
9823.31,13,1,electronics,Bhubaneswar,mobile,124.23,3,0,83,30.71,0,0,0
1657.71,10,1,fashion,Delhi,mobile,84.86,1,1,2860,48.93,0,0,0
2677.07,9,1,travel,Kolkata,mobile,6.09,0,1,2264,28.37,0,0,0
4182.58,5,0,grocery,Bangalore,mobile,62.39,0,2,1860,34.24,0,0,0
9093.92,4,1,grocery,Pune,mobile,2.21,0,0,2639,22.5,0,1,0
1872.91,8,0,food,Kolkata,mobile,7.92,5,1,2178,36.63,0,0,0
6889.59,17,0,grocery,Pune,tablet,36.95,1,0,3542,39.37,0,0,0
5492.75,4,0,electronics,Mumbai,mobile,67.83,3,0,2276,8.52,0,0,0
5165.23,7,0,gaming,Pune,mobile,101.4,2,0,3352,17.34,0,0,0
5274.78,19,0,grocery,Bhubaneswar,tablet,112.06,2,1,2742,27.24,1,0,0
1774.45,17,0,gaming,Delhi,mobile,25.8,7,0,3196,30.76,0,0,0
2136.19,20,1,food,Hyderabad,mobile,17.95,0,1,784,46.48,0,0,0
6802.65,5,0,grocery,Delhi,tablet,12.43,1,1,2210,37.32,0,0,0
1499.31,17,0,food,Pune,mobile,73.33,1,0,2658,22.91,0,0,0
4076.29,0,0,grocery,Chennai,mobile,93.8,2,0,1885,23.55,0,0,0
2383.35,13,0,travel,Delhi,mobile,299.96,0,1,1020,16.53,0,0,0
6307.39,4,0,electronics,Kolkata,mobile,10.47,1,0,286,3.71,0,1,0
1322.03,17,0,grocery,Kolkata,mobile,44.42,2,0,3198,19.71,0,0,0
5985.26,23,1,grocery,Chennai,mobile,353.94,4,0,1145,53.51,0,0,0
4541.04,9,1,fuel,Kolkata,mobile,139.34,1,0,854,42.25,0,1,0
5258.44,1,0,travel,Mumbai,mobile,3.7,2,0,2094,65.55,0,0,0
2622.81,6,0,grocery,Chennai,mobile,28.91,2,1,998,24.83,0,0,0
9783.45,21,1,grocery,Mumbai,web,5.34,1,1,1931,30.28,0,0,0
1890.77,5,0,electronics,Delhi,mobile,118.22,2,0,1012,10.14,0,0,0
7038.68,20,1,travel,Chennai,mobile,45.99,3,0,1318,52.07,0,0,0
8358.39,10,0,fashion,Bangalore,mobile,49.55,2,0,3507,26.89,0,0,0
6269.09,3,0,fashion,Bangalore,web,31.52,5,0,208,24.41,0,0,0
5507.58,13,0,electronics,Hyderabad,web,60.36,1,1,326,35.04,0,0,0
6935.04,11,0,grocery,Bhubaneswar,mobile,254.1,6,0,2890,31.64,0,0,0
1694.0,3,1,food,Chennai,web,44.82,1,1,1424,29.66,0,0,0
1873.36,16,0,fashion,Bhubaneswar,mobile,25.21,3,1,2704,34.43,0,0,0
6338.06,18,0,fuel,Bhubaneswar,web,19.62,1,1,2852,34.12,0,0,0
2081.15,16,0,gaming,Chennai,mobile,104.73,5,0,489,22.99,0,0,0
6321.98,16,0,fuel,Kolkata,mobile,157.1,3,0,1668,33.86,0,0,0
4805.09,7,1,food,Pune,mobile,76.9,2,0,958,2.72,0,0,0
1050.49,4,0,food,Kolkata,mobile,100.88,3,1,1331,60.29,0,1,0
4955.44,9,0,food,Chennai,mobile,18.98,4,1,3247,47.59,0,0,0
9194.34,21,0,grocery,Chennai,web,137.15,5,0,1724,25.98,0,0,0
484.36,14,0,fashion,Chennai,mobile,75.18,0,1,2461,9.37,0,0,0
3242.97,5,1,grocery,Hyderabad,web,112.87,1,1,1849,52.62,0,0,0
2275.77,5,0,fuel,Kolkata,mobile,181.42,4,2,1727,32.07,0,0,0
1853.38,13,0,electronics,Bangalore,mobile,17.15,1,0,1287,8.88,0,0,0
2469.76,2,0,food,Bangalore,mobile,82.98,1,0,2341,16.0,0,0,0
3255.81,19,0,fuel,Bangalore,mobile,141.12,3,0,185,12.78,0,0,0
8578.85,7,1,fuel,Bangalore,tablet,194.23,1,0,1796,37.99,0,0,0
3066.88,22,1,food,Delhi,web,48.07,0,0,1749,12.53,0,0,0
1517.39,1,0,grocery,Hyderabad,mobile,514.84,4,1,1523,13.98,0,0,0
1064.01,13,0,gaming,Bhubaneswar,mobile,27.81,1,0,1349,28.98,0,0,0
2059.8,14,0,electronics,Kolkata,mobile,195.74,4,0,1680,17.47,0,0,0
3936.88,5,0,fuel,Pune,web,98.54,1,0,748,56.83,0,0,0
445.02,15,0,food,Bhubaneswar,mobile,94.46,1,1,2431,12.53,0,0,0
3265.04,14,0,fuel,Mumbai,web,32.57,2,0,2505,24.81,0,0,0
1440.23,20,1,grocery,Hyderabad,mobile,88.74,0,0,3091,26.6,0,0,0
1471.36,11,0,electronics,Delhi,mobile,190.54,1,0,883,36.64,0,0,0
1894.88,16,0,food,Mumbai,web,21.2,2,0,2877,64.95,0,0,0
8161.93,22,0,food,Hyderabad,mobile,131.26,2,0,1294,58.55,0,0,0
3608.03,9,0,fuel,Bhubaneswar,mobile,184.67,0,0,3471,31.09,0,1,0
2637.76,21,1,fashion,Chennai,mobile,69.55,5,2,1571,17.15,0,0,0
2974.76,5,0,food,Hyderabad,web,411.57,2,3,2420,18.37,0,0,0
1404.39,11,1,travel,Delhi,mobile,52.98,2,2,2303,31.81,0,0,0
1429.26,21,1,fuel,Chennai,mobile,3.55,2,0,3451,32.7,0,0,0
4438.4,14,1,grocery,Bhubaneswar,mobile,29.56,0,1,1454,15.46,0,0,0
2268.1,2,0,fashion,Kolkata,mobile,5.99,2,0,689,43.31,0,0,0
704.35,19,1,fashion,Hyderabad,web,105.32,0,0,1052,19.2,0,0,0
4463.14,1,0,gift_card,Bhubaneswar,mobile,75.93,2,0,75,32.01,0,0,0
2000.65,8,0,fashion,Pune,web,399.33,2,1,2421,18.72,0,0,0
622.88,12,0,food,Bangalore,mobile,4.98,2,0,2827,5.06,1,0,0
3384.96,2,0,food,Bangalore,mobile,217.4,4,1,2685,7.69,0,0,0
4493.8,3,0,gaming,Chennai,mobile,109.72,3,2,1362,37.92,0,0,0
9498.55,18,1,electronics,Pune,web,70.95,3,0,255,35.02,0,0,0
496.38,10,0,grocery,Kolkata,mobile,130.65,1,0,3055,21.35,1,0,0
4719.23,2,0,travel,Hyderabad,web,31.55,1,0,515,12.08,0,0,0
5844.81,15,0,grocery,Mumbai,mobile,215.54,0,0,412,2.85,0,0,0
14530.88,2,1,food,Kolkata,mobile,241.42,1,0,1996,0.4,1,0,0
6999.51,22,1,gaming,Bhubaneswar,mobile,107.36,2,0,2535,72.82,0,0,0
6889.22,3,1,fashion,Bhubaneswar,mobile,90.69,2,0,1828,13.8,0,0,0
6883.1,4,1,food,Bangalore,mobile,11.83,3,0,942,12.1,0,0,0
2396.72,19,0,fashion,Delhi,mobile,229.58,1,0,555,9.09,0,1,0
2923.11,12,0,travel,Chennai,mobile,16.77,1,0,1702,25.81,0,0,0
3410.64,13,1,gift_card,Chennai,mobile,46.55,2,0,1444,12.81,0,0,0
1711.28,2,1,grocery,Hyderabad,mobile,102.82,4,0,1405,70.05,0,0,1
4943.08,23,0,travel,Mumbai,mobile,78.16,2,0,1973,34.22,0,0,0
3658.35,8,1,fashion,Delhi,web,39.37,1,0,2270,16.81,0,0,0
6580.37,15,1,travel,Kolkata,mobile,64.01,4,2,1781,49.48,0,0,0
2374.65,6,0,food,Chennai,mobile,0.88,1,1,499,16.06,0,0,0
1208.25,10,0,electronics,Bhubaneswar,mobile,202.95,1,0,3438,16.99,0,0,0
1599.8,12,0,fashion,Pune,mobile,39.47,2,0,2697,5.34,0,0,0
1491.76,2,0,fuel,Kolkata,web,33.61,4,0,2184,45.23,0,0,0
3082.93,3,0,fashion,Delhi,mobile,5.66,2,1,3076,28.44,0,0,0
5552.32,6,1,gaming,Pune,mobile,42.39,2,1,1777,27.67,0,0,0
6555.85,4,0,food,Mumbai,web,117.88,1,0,2028,17.14,0,0,0
810.39,22,0,electronics,Chennai,mobile,318.29,1,2,3097,18.43,0,0,0
11544.84,13,0,travel,Pune,tablet,176.51,1,0,2623,32.28,0,0,0
256.23,8,0,grocery,Pune,web,177.25,2,1,2414,18.01,1,0,0
1049.58,5,0,travel,Pune,web,59.18,1,1,3296,11.11,0,0,0
4132.34,5,0,electronics,Hyderabad,mobile,18.19,3,0,2120,57.7,0,0,0
2379.88,0,0,food,Bangalore,web,428.0,4,0,1239,54.19,0,0,0
1586.93,15,0,food,Delhi,mobile,11.41,2,1,1051,28.43,0,0,0
1040.85,1,0,grocery,Bangalore,web,19.39,4,0,2283,2.69,0,0,0
1649.3,13,0,grocery,Mumbai,mobile,218.27,2,1,574,13.34,0,0,0
1593.7,18,1,food,Hyderabad,mobile,619.99,4,0,744,20.4,0,0,0
3652.55,8,0,gift_card,Pune,mobile,66.29,0,0,2822,30.21,0,0,0
5137.29,11,1,food,Chennai,web,265.86,3,0,3093,29.03,0,0,0
1679.26,19,1,food,Delhi,mobile,2.11,1,0,801,53.05,0,0,0
2828.03,0,0,travel,Delhi,mobile,594.82,7,1,1375,29.75,0,0,0
2857.33,4,0,food,Kolkata,tablet,337.19,2,0,2536,28.5,0,0,0
3516.74,20,0,fashion,Kolkata,mobile,117.07,1,0,3632,29.61,0,0,0
2397.74,15,0,gaming,Chennai,mobile,177.12,4,1,1375,21.89,0,0,0
3738.21,20,0,grocery,Chennai,mobile,449.16,2,0,2625,52.04,0,0,0
